query,link,score,select_item_event
online divorce,/government/publications/myhmcts-how-to-apply-online-for-a-divorce-or-dissolution,2,8
shdf 2.2,/government/publications/social-housing-decarbonisation-fund-wave-2,2,8
ai strategy,/government/publications/national-ai-strategy,2,8
food voucher,/government/publications/fcdo-humanitarian-and-social-protection-results-april-2022-to-march-2023,2,8
pensions online user guide,/government/publications/pension-schemes-online-user-guide,2,8
power of attorney health,/government/publications/getting-started-as-an-attorney-health-and-welfare,2,8
tackling obesity,/government/publications/tackling-obesity-government-strategy,2,8
local skills improvement fund,/government/publications/local-skills-improvement-fund-lsif-lead-providers-2023-to-2025,2,8
casgevy,/government/publications/cap-bridging-mechanism-products,2,8
gsc,/government/publications/government-security-classifications,2,8
anglian boat,/government/publications/anglian-waterways-registration-charges,2,8
british citizen application,/government/publications/application-for-registration-as-a-british-citizen-form-ard,2,8
lasting power of attorney guide,/government/publications/how-to-be-an-attorney,2,8
illegal parking,/government/publications/civil-enforcement-of-parking-contraventions,2,8
school food,/government/publications/school-food-standards-resources-for-schools,2,8
work and health programme guidance,/government/publications/work-and-health-programme-including-jets-provider-guidance,2,8
chef visa,/government/publications/skilled-worker-visa-eligible-occupations,2,8
cio,/government/publications/charity-commission-regulations-charitable-incorporated-organisations-constitutions-2023,2,8
power of attorney,/government/publications/how-to-be-an-attorney,2,8
中文,/government/publications/applying-for-a-uk-visa-in-hong-kong,2,8
kiu/5543931 caseid 31946103,/government/publications/offender-management,2,8
correction to a birth certificate,/government/publications/application-form-to-correct-details-on-a-birth-registration,2,8
possessory title,/government/publications/upgrading-the-class-of-title,2,8
zero hour contracts,/government/publications/zero-hours-contracts-guidance-for-employers,2,8
lpa114,/government/publications/register-a-lasting-power-of-attorney,2,8
full expensing,/government/publications/capital-allowances-full-expensing,2,8
animal licence guidance,/government/publications/animal-activities-licensing-guidance-for-local-authorities,2,8
white goods help,/government/publications/household-support-fund-guidance-for-local-councils,2,8
inheritance tax summary form,/government/publications/inheritance-tax-return-of-estate-information-iht205-2011,2,8
power of attorney guide,/government/publications/how-to-be-an-attorney,2,8
net zero strategy,/government/publications/net-zero-strategy,2,8
work experiance,/government/publications/employers-could-you-offer-work-experience,2,8
gaap,/government/publications/accounting-standards-the-uk-tax-implications-of-new-uk-gaap,2,8
domestic violence,/government/publications/domestic-violence-protection-orders,2,8
solar grant,/government/publications/space-based-solar-power-innovation-competition-successful-projects,2,8
headteachers standards,/government/publications/national-standards-of-excellence-for-headteachers,2,8
responsible body,/government/publications/conservation-covenants-apply-to-become-a-responsible-body,2,8
lidl,/government/publications/company-names-tribunal-decision-lidl-logistics-limited,2,8
16-19 tuition fund,/government/publications/16-to-19-tuition-fund-for-academic-year-2023-to-2024,2,8
landlord guide,/government/publications/how-to-let,2,8
animal activity guidance,/government/publications/animal-activities-licensing-guidance-for-local-authorities,2,8
close a company online,/government/publications/strike-off-a-company-from-the-register-ds01,2,8
hand foot mouth,/government/publications/health-protection-in-schools-and-other-childcare-facilities,2,8
social housing register,/government/publications/registered-providers-of-social-housing,2,8
skilled worker visa eligible occupation,/government/publications/skilled-worker-visa-eligible-occupations,2,8
universal credit company director,/government/publications/universal-credit-and-self-employment-quick-guide,2,8
charities and social media,/government/publications/charities-and-social-media,2,8
section 19 permits,/government/publications/section-19-and-22-permits-not-for-profit-passenger-transport,2,8
list of tier 2 employers,/government/publications/workers-and-temporary-workers-sponsor-a-skilled-worker,2,8
shortage occupational,/government/publications/skilled-worker-visa-shortage-occupations,2,8
slurry grants,/government/publications/slurry-infrastructure-grant,2,8
vissa,/government/publications/civil-penalty-accreditation-scheme,2,8
grant for boiler,/government/publications/boiler-upgrade-scheme-changes-to-grant-levels,2,8
goats,/government/publications/goats-on-farm-welfare,2,8
governing document,/government/publications/changing-your-charitys-governing-document-cc36,2,8
debt collection agencies,/government/publications/official-receiver-insolvency-service-use-of-debt-collection-agencies,2,8
adult first check,/government/publications/accessibility-statement-for-dbs-adult-first-check-service,2,8
i'd check,/government/publications/dbs-identity-checking-guidelines,2,8
insolvency payment,/government/publications/redundancy-payments-from-the-insolvency-service,2,8
divorce progress,/government/publications/myhmcts-how-to-apply-online-for-a-divorce-or-dissolution,2,8
practice guide 24,/government/publications/private-trusts-of-land,2,8
ofsted registration,/government/publications/become-a-childrens-social-care-provider-registration-fee,2,8
teaching apprenticeship,/government/publications/postgraduate-teaching-apprenticeships-funding-manual,2,8
notice 143 customs,/government/publications/uk-trade-tariff-customs-procedure-codes,2,8
extended loss carry back,/government/publications/extended-loss-carry-back-for-businesses,2,8
sub contractors,/government/publications/construction-industry-scheme-cis-340,2,8
remittance,/government/publications/residence-domicile-and-remittance-basis-rules-uk-tax-liability,2,8
uk house price index,/government/publications/about-the-uk-house-price-index,2,8
benefit deductions,/government/publications/how-the-deductions-from-benefit-scheme-works-a-handbook-for-creditors,2,8
land registry ap1,/government/publications/change-the-register-ap1,2,8
free white goods,/government/publications/household-support-fund-guidance-for-local-councils,2,8
statement of earnings,/government/publications/earnings-adjustment-statement-eas-2022-to-2023,2,8
pip loan,/government/publications/personal-independence-payment-fact-sheets,2,8
conversion rates,/government/publications/rates-and-allowances-monthly-euro-conversion-rates-for-calculating-duty,2,8
tier 2 employers in the health care sector,/government/publications/tier-2-employers-in-the-health-care-sector,2,8
uk visa fees,/government/publications/visa-regulations-revised-table,2,8
corporation tax service issues,/government/publications/corporation-tax-service-availability-and-issues,2,8
humanitarian medal,/government/publications/the-humanitarian-medal,2,8
diversity and inclusion strategy,/government/publications/diversity-and-inclusion-strategy-2018-to-2025,2,8
tell me show me question,/government/publications/car-show-me-tell-me-vehicle-safety-questions,2,8
shortage work,/government/publications/skilled-worker-visa-shortage-occupations,2,8
religious education,/government/publications/re-and-collective-worship-in-academies-and-free-schools,2,8
sa100 pdf,/government/publications/self-assessment-tax-return-sa100,2,8
hrfnao,/government/publications/high-risk-food-and-feed-of-non-animal-origin-hrfnao-official-certificates,2,8
shared workspace,/government/publications/help-and-support-for-shared-workspace-users,2,8
student loan deduction,/government/publications/sl3-student-loan-deduction-tables,2,8
alternative dispute resolution,/government/publications/alternative-dispute-resolution-for-consumers,2,8
nationality forms guide,/government/publications/nationality-forms-guide,2,8
pavement licence,/government/publications/pavement-licences-draft-guidance,2,8
mam d,/government/publications/manual-of-airworthiness-maintenance-documentation-mam-d,2,8
who is subject to financial sanctions in the uk,/government/publications/financial-sanctions-consolidated-list-of-targets,2,8
minimum wage increase,/government/publications/the-national-minimum-wage-in-2023,2,8
tobacco duty,/government/publications/rates-and-allowances-excise-duty-tobacco-duty,2,8
skilled worker job,/government/publications/skilled-worker-visa-eligible-occupations,2,8
fraew,/government/publications/cladding-safety-scheme,2,8
botc,/government/publications/british-overseas-territories-citizens,2,8
procedure code,/government/publications/uk-trade-tariff-customs-procedure-codes,2,8
band dog breeds,/government/publications/official-definition-of-an-xl-bully-dog,2,8
jcvi,/government/publications/ukhsa-board-meeting-papers-september-2023,2,8
deliberate tax defaulters,/government/publications/publishing-details-of-deliberate-tax-defaulters-pddd,2,8
ihs reimbursement ,/government/publications/immigration-health-surcharge-applying-for-a-refund,2,8
16 to 19 bursary fund,/government/publications/16-to-19-bursary-fund-guide-2023-to-2024-academic-year,2,8
gambling,/government/publications/gambling-related-harms-evidence-review,2,8
mileage allowance 2023,/government/publications/rates-and-allowances-travel-mileage-and-fuel-allowances,2,8
show tell questions,/government/publications/car-show-me-tell-me-vehicle-safety-questions,2,8
business type,/government/publications/business-gateway-application-types,2,8
national tutoring programme 2023-24,/government/publications/national-tutoring-programme-guidance-for-schools-academic-year-202324,2,8
link gov.uk id check,/government/publications/dbs-identity-checking-guidelines,2,8
inland border facility,/government/publications/attending-an-inland-border-facility,2,8
get active,/government/publications/get-active-a-strategy-for-the-future-of-sport-and-physical-activity,2,8
green gas levy,/government/publications/green-gas-levy-ggl-rates-and-exemptions,2,8
power of a,/government/publications/make-a-lasting-power-of-attorney,2,8
applying for blue badge,/government/publications/blue-badge-can-i-get-one,2,8
night shelter transformation fund,/government/publications/night-shelter-transformation-fund-round-2-prospectus,2,8
limited capability for work payments,/government/publications/universal-credit-changes-to-limited-capability-for-work-payments,2,8
cervical,/government/publications/cervical-screening-description-in-brief,2,8
blue badge ,/government/publications/blue-badge-can-i-get-one,2,8
track my divorce,/government/publications/myhmcts-how-to-apply-online-for-a-divorce-or-dissolution,2,8
student sponsor guidance,/government/publications/student-sponsor-guidance,2,8
slurry infrastructure grant,/government/publications/slurry-infrastructure-grant-round-2-applicant-guidance,2,8
care leavers,/government/publications/department-for-work-and-pensions-care-leaver-covenant-offer,2,8
skill bootcamp,/government/publications/esfa-skills-bootcamps,2,8
corporation tax penalties,/government/publications/corporation-tax-penalty-determinations-ct211-notes,2,8
pg10,/government/publications/official-searches-of-the-index-map,2,8
overseas entities,/government/publications/overseas-companies-and-limited-liability-partnerships-pg78,2,8
family tree,/government/publications/family-tree-guide-to-birth-certificates,2,8
health and welfare lpa,/government/publications/make-a-lasting-power-of-attorney,2,8
landlords portal,/government/publications/universal-credit-and-rented-housing--2,2,8
deputy report form,/government/publications/deputy-annual-report-accounting-for-your-actions,2,8
form set m,/government/publications/application-to-settle-in-the-uk-form-setm,2,8
redeployment,/government/publications/redeployment-pools-and-voluntary-departures,2,8
proscribed organisations,/government/publications/proscribed-terror-groups-or-organisations--2,2,8
biometric enrolment,/government/publications/biometric-self-enrolment-feasibility-trials,2,8
dvla business plan,/government/publications/dvla-business-plan-2022-to-2023,2,8
trivial gifts,/government/publications/tax-exemption-for-trivial-benefits-in-kind-draft-guidance,2,8
memorandum of association,/government/publications/community-interest-companies-constitutions,2,8
immunisations,/government/publications/the-complete-routine-immunisation-schedule,2,8
agent update issue 107,/government/publications/agent-update-issue-107,2,8
peabody,/government/publications/regulatory-judgement-peabody-trust,2,8
dea payments,/government/publications/direct-earnings-attachments-an-employers-guide,2,8
dbs guidance,/government/publications/dbs-application-forms-guide-for-applicants,2,8
power of atto,/government/publications/make-a-lasting-power-of-attorney,2,8
tb test in ghana,/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-ghana,2,8
van,/government/publications/van-drivers-daily-walkaround-check,2,8
verify driving licence,/government/publications/introducing-govuk-verify,2,8
contracted out pension equivalent,/government/publications/state-pension-fact-sheets,2,8
shingles vaccination,/government/publications/shingles-vaccination-checklist,2,8
first time buyer relief,/government/publications/stamp-duty-land-tax-relief-for-first-time-buyers,2,8
ppn,/government/publications/ppn-0623-the-commercial-playbooks,2,8
criminal records check for overseas applicants,/government/publications/criminal-records-checks-for-overseas-applicants,2,8
16-19 tuition,/government/publications/coronavirus-covid-19-16-to-19-tuition-fund,2,8
hong kong,/government/publications/visa-regulations-revised-table,2,8
covid vaccinations,/government/publications/covid-19-vaccination-autumn-booster-resources,2,8
premises license,/government/publications/premises-licence-application-forms,2,8
export procedure codes,/government/publications/uk-trade-tariff-customs-procedure-codes,2,8
make disclosure,/government/publications/hmrc-your-guide-to-making-a-disclosure,2,8
maternity allowance notes,/government/publications/maternity-allowance-claim-form,2,8
pe and sport grant,/government/publications/pe-and-sport-premium-conditions-of-grant-2023-to-2024,2,8
maternity allowance ,/government/publications/maternity-allowance-claim-form,2,8
ca2700,/government/publications/cwg2-further-guide-to-paye-and-national-insurance-contributions,2,8
strike company,/government/publications/company-strike-off-dissolution-and-restoration,2,8
vehicle excise,/government/publications/vehicle-excise-duty-rates-for-cars-vans-and-motorcycles,2,8
shoreline management plans,/government/publications/shoreline-management-plans-smps,2,8
landlord right to rent,/government/publications/landlords-guide-to-right-to-rent-checks,2,8
skill bootcamps,/government/publications/esfa-skills-bootcamps,2,8
16 - 19 bursary 2023 - 2024,/government/publications/16-to-19-bursary-fund-guide-2023-to-2024-academic-year,2,8
psa testing,/government/publications/prostate-specific-antigen-testing-description-in-brief,2,8
tom risk categorisation,/government/publications/risk-categories-for-animal-and-animal-product-imports-to-great-britain,2,8
house price index,/government/publications/about-the-uk-house-price-index,2,8
dea payment,/government/publications/direct-earnings-attachments-an-employers-guide,2,8
construction worker,/government/publications/skilled-worker-visa-shortage-occupations,2,8
phishing,/government/publications/phishing-and-bogus-emails-hm-revenue-and-customs-examples,2,8
authentication app,/government/publications/authentication-credentials-for-online-government-services,2,8
party walls,/government/publications/preventing-and-resolving-disputes-in-relation-to-party-walls,2,8
chef job,/government/publications/skilled-worker-visa-eligible-occupations,2,8
partnerships,/government/publications/self-assessment-partnership-tax-return-sa800,2,8
missing hrp,/government/publications/home-responsibilities-protection-and-state-pension-entitlement,2,8
cic36,/government/publications/community-interest-companies-business-activities,2,8
hrp credits,/government/publications/home-responsibilities-protection-and-state-pension-entitlement,2,8
consolidated list,/government/publications/financial-sanctions-consolidated-list-of-targets,2,8
stfyayb,/government/publications/screening-tests-for-you-and-your-baby,2,8
playbooks,/government/publications/the-sourcing-and-consultancy-playbooks,2,8
junior individual saving account,/government/publications/junior-individual-saving-accounts-for-looked-after-children,2,8
duty deferment electronic statements,/government/publications/duty-deferment-electronic-statements-service-availability-and-issues,2,8
employers' right to work checklist,/government/publications/right-to-work-checklist,2,8
further leave to remain,/government/publications/application-to-extend-stay-in-the-uk-flrhro,2,8
deceased passport,/government/publications/deceased-persons-passport,2,8
schedule 3b,/government/publications/notice-to-importers-2953-russia-import-sanctions,2,8
capital grants,/government/publications/higher-tier-capital-grants-2023-countryside-stewardship,2,8
limited work capability ,/government/publications/universal-credit-changes-to-limited-capability-for-work-payments,2,8
cbam,/government/publications/trade-specialised-committee-on-goods,2,8
申请,/government/publications/visitor-visa-guide-to-supporting-documents,2,8
history,/government/publications/subject-report-series-history,2,8
land value estimates,/government/publications/land-value-estimates-for-policy-appraisal-2019,2,8
mccd,/government/publications/guidance-notes-for-completing-a-medical-certificate-of-cause-of-death,2,8
shap,/government/publications/single-homelessness-accommodation-programme,2,8
capital grant 2023,/government/publications/capital-grants-2023-countryside-stewardship,2,8
loft insulation,/government/publications/more-help-to-improve-the-energy-efficiency-of-your-home-through-the-great-british-insulation-scheme,2,8
covid 19,/government/publications/infection-prevention-and-control-in-adult-social-care-covid-19-supplement,2,8
sar request,/government/publications/dbs-subject-access-request,2,8
support people vulnerable to radicalisation service,/government/publications/the-prevent-duty-safeguarding-learners-vulnerable-to-radicalisation,2,8
post 16 bursary,/government/publications/16-to-19-bursary-fund-guide-2023-to-2024-academic-year,2,8
shingles injection,/government/publications/shingles-vaccination-for-adults-aged-70-or-79-years-of-age-a5-leaflet,2,8
roll over relief,/government/publications/business-asset-roll-over-relief-hs290-self-assessment-helpsheet,2,8
pg29,/government/publications/registration-of-legal-charges-and-deeds-of-variation-of-charge,2,8
payment plans,/government/publications/vat-payment-plan-service-availability-and-issues,2,8
loneliness,/government/publications/loneliness-annual-report-the-fourth-year,2,8
jcvi,/government/publications/infection-prevention-and-control-in-adult-social-care-covid-19-supplement,2,8
citizencard,/government/publications/voter-identification-at-polling-stations-and-the-new-voter-card,2,8
tuberculosis testing in ghana,/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-ghana,2,8
sign in power of attorney,/government/publications/make-a-lasting-power-of-attorney,2,8
living power of attorney,/government/publications/make-a-lasting-power-of-attorney,2,8
transfer deeds,/government/publications/registered-titles-whole-transfer-tr1,2,8
devolution on the death of a registered proprietor,/government/publications/devolution-on-the-death-of-a-registered-proprietor,2,8
brp replacement ,/government/publications/brp-requirements-and-replacement-procedures,2,8
baby loss certificate,/government/publications/government-response-to-the-independent-pregnancy-loss-review,2,8
defined cos,/government/publications/creating-and-assigning-a-cos-sms-guide-8,2,8
right of work,/government/publications/right-to-work-checklist,2,8
gbhc300,/government/publications/bovine-meat-health-certificates,2,8
teachers' pay additional grant,/government/publications/teachers-pay-additional-grant-2023-to-2024,2,8
stamp duty calculation,/government/publications/stamp-duty-land-tax-calculator-service-availability-and-issues,2,8
tier 2 sponsorship jobs,/government/publications/workers-and-temporary-workers-sponsor-a-skilled-worker,2,8
nsvs portal,/government/publications/uksv-national-security-vetting-solution-portal-guidance-for-sponsors,2,8
sa102 2021,/government/publications/self-assessment-employment-sa102,2,8
vulnerable adult,/government/publications/safeguarding-policy-protecting-vulnerable-adults,2,8
pension schemes online for administrators,/government/publications/pension-schemes-online-user-guide,2,8
power of attorney scotland,/government/publications/make-a-lasting-power-of-attorney,2,8
care worker jobs,/government/publications/skilled-worker-visa-shortage-occupations,2,8
apply for arc,/government/publications/application-registration-card-arc,2,8
premises licence transfer,/government/publications/alcohol-licensing-community-premises,2,8
national insurance rate,/government/publications/rates-and-allowances-national-insurance-contributions,2,8
tb test in zimbabwe,/government/publications/tuberculosis-test-for-a-uk-visa-clinics-in-zimbabwe,2,8
east yorkshire,/government/publications/east-riding-of-yorkshires-national-nature-reserves,2,8
benefit overpayment,/government/publications/benefit-overpayment-recovery-staff-guide,2,8
sr01 form,/government/publications/apply-to-remove-your-home-address-from-the-public-register-sr01,2,8
dropbox,/government/publications/send-information-to-hmrc-using-electronic-data-transfer,2,8
rent guide,/government/publications/how-to-rent,2,8
pe(s)r,/government/publications/pressure-equipment-safety-regulations-2016,2,8
find trust fund,/government/publications/list-of-authorised-child-trust-fund-providers,2,8
application for naturalisation,/government/publications/form-an-guidance,2,8
blue badge parking,/government/publications/blue-badge-can-i-get-one,2,8
court listings,/government/publications/royal-courts-of-justice-cause-list,2,8
spirit production,/government/publications/excise-notice-39-spirits-production-in-the-uk,2,8
ihs website,/government/publications/immigration-health-surcharge-applying-for-a-refund,2,8
apply for a disabled badge,/government/publications/blue-badge-can-i-get-one,2,8
brp,/government/publications/biometric-residence-permits-applicant-and-sponsor-information,2,8
private renting,/government/publications/how-to-rent,2,8
sat,/government/publications/key-stage-1-and-2-national-curriculum-tests-information-for-parents,2,8
how to make a voluntary disclosure to hmrc,/government/publications/hmrc-your-guide-to-making-a-disclosure,2,8
your housing group,/government/publications/regulatory-judgement-your-housing-group-limited--2,2,8
identity verification,/government/publications/identity-verification-at-the-sia,2,8
conflict minerals,/government/publications/uk-critical-mineral-strategy,2,8
selftax,/government/publications/self-assessment-commercial-software-suppliers,2,8
csop,/government/publications/company-share-option-plan-end-of-year-return-template,2,8
gains on life insurance policies,/government/publications/gains-on-uk-life-insurance-policies-hs320-self-assessment-helpsheet,2,8
flr hro documents required,/government/publications/application-to-extend-stay-in-the-uk-flrhro,2,8
redundancy,/government/publications/redundancy-payments-rp1-fact-sheet,2,8
inheritance tax form,/government/publications/inheritance-tax-return-of-estate-information-iht205-2011,2,7
housing benefit circulars,/government/publications/housing-benefit-subsidy-circulars-2023,2,7
english curriculum,/government/publications/national-curriculum-in-england-english-programmes-of-study,2,7
assent form,/government/publications/whole-of-registered-title-assent-as1,2,7
joseph rowntree,/government/publications/regulatory-judgement-joseph-rowntree-housing-trust--2,2,7
radio equipment regulations 2017,/government/publications/radio-equipment-regulations-2017,2,7
mat pay,/government/publications/maternity-certificate-mat-b1-guidance-for-health-professionals,2,7
pension credit toolkit,/government/publications/pension-credit-toolkit,2,7
whp pioneer,/government/publications/work-and-health-programme-including-jets-provider-guidance,2,7
appendix 21,/government/publications/appendix-21-import-declaration-category-data-sets,2,7
send green paper,/government/publications/send-and-ap-green-paper-responding-to-the-consultation,2,7
solar panels grant,/government/publications/public-sector-decarbonisation-scheme-phase-3,2,7
school food standards,/government/publications/school-food-standards-resources-for-schools,2,7
tax software,/government/publications/corporation-tax-commercial-software-suppliers,2,7
dtrp,/government/publications/defence-transition-referral-protocol-dtrp,2,7
skilled workers visa eligible occupation and code,/government/publications/skilled-worker-visa-eligible-occupations,2,7
fm,/government/publications/chapter-8-appendix-fm-family-members,2,7
gl43,/government/publications/gamebirds-decision-to-issue-the-gamebird-general-licence-for-2023-to-2025,2,7
home insulation,/government/publications/more-help-to-improve-the-energy-efficiency-of-your-home-through-the-great-british-insulation-scheme,2,7
inheritance tax thresholds,/government/publications/rates-and-allowances-inheritance-tax-thresholds-and-interest-rates,2,7
scale up visa,/government/publications/endorsing-bodies-innovator-founder-and-scale-up-visas,2,7
school grants,/government/publications/dedicated-schools-grant-dsg-2023-to-2024,2,7
employment supplementary page,/government/publications/self-assessment-employment-sa102,2,7
acl,/government/publications/biometric-information,2,7
early year funding,/government/publications/early-years-funding-2023-to-2024,2,7
loler,/government/publications/mgn-619-f-the-loler-and-puwer-regulations-2006-amendment-1,2,7
dada,/government/publications/dance-and-drama-awards-income-scales,2,7
skilled worker sponsor,/government/publications/workers-and-temporary-workers-sponsor-a-skilled-worker,2,7
weaning,/government/publications/better-health-start-for-life-weaning-campaign-survey-march-2020,2,7
nsvs portal,/government/publications/dbs-national-security-vetting-solution-guidance-for-subjects,2,7
cervical screening,/government/publications/cervical-screening-colposcopy,2,7
access to work,/government/publications/access-to-work-factsheet,2,7
swgk podatki,/government/publications/what-staying-in-the-united-kingdom-means-for-scotland,2,7
air pollution,/government/publications/health-matters-air-pollution,2,7
paxlovid,/government/publications/covid-19-antiviral-treatment-paxlovid,2,7
id5,/government/publications/evidence-of-identity-conveyancers,2,7
sign your mortgage deed,/government/publications/hm-land-registry-sign-your-mortgage-deed,2,7
solar grants,/government/publications/space-based-solar-power-innovation-competition-successful-projects,2,7
beaver,/government/publications/beavers-protection-and-management,2,7
import customs procedure codes,/government/publications/uk-trade-tariff-customs-procedure-codes,2,7
physics teacher ,/government/publications/international-relocation-payments,2,7
first time buyer stamp duty,/government/publications/stamp-duty-land-tax-relief-for-first-time-buyers,2,7
charity governance,/government/publications/charity-commission-governance-framework,2,7
sa100 20/21,/government/publications/self-assessment-tax-return-sa100,2,7
democracy,/government/publications/human-rights-and-democracy-report-2015,2,7
cptpp,/government/publications/cptpp-agreement-summary,2,7
relocation payments,/government/publications/international-relocation-payments,2,7
proposition,/government/publications/govuk-proposition,2,7
small sewage discharge,/government/publications/small-sewage-discharges-in-england-the-general-binding-rules,2,7
name change on land registry,/government/publications/change-the-register-ap1,2,7
health care assistant jobs,/government/publications/skilled-worker-visa-eligible-occupations,2,7
epassport gates,/government/publications/coming-to-the-uk,2,7
universal free school meals,/government/publications/universal-infant-free-school-meals-uifsm-2023-to-2024,2,7
section 95 form,/government/publications/application-for-asylum-support-form-asf1,2,7
facilitation fund 2023,/government/publications/facilitation-fund-2023-countryside-stewardship,2,7
motor caravans,/government/publications/converting-a-vehicle-into-a-motor-caravan,2,7
cloud video platform,/government/publications/how-to-join-a-cloud-video-platform-cvp-hearing,2,7
skilled worker sponsorship,/government/publications/workers-and-temporary-workers-sponsor-a-skilled-worker,2,7
agriculture jobs,/government/publications/skilled-worker-visa-shortage-occupations,2,7
apply for help with fees,/government/publications/apply-for-help-with-court-and-tribunal-fees,2,7
fasp,/government/publications/fetal-anomaly-screening-programme-handbook,2,7
early years inspection,/government/publications/early-years-inspection-handbook-eif,2,7
death cert,/government/publications/family-tree-guide-to-death-certificates,2,7
cross compliance 2023,/government/publications/cross-compliance-2023,2,7
policing by consent,/government/publications/policing-by-consent,2,7
campylobacter,/government/publications/campylobacter-infection-annual-data,2,7
alternative student finance,/government/publications/alternative-student-finance,2,7
fire door fact sheet,/government/publications/fire-safety-england-regulations-2022,2,7
contract management,/government/publications/civil-service-helping-you-with-managing-suppliers-and-contracts,2,7
continuous residence guidance,/government/publications/continuous-residence,2,7
bb103,/government/publications/area-guidelines-and-net-capacity,2,7
discretionary housing payments,/government/publications/discretionary-housing-payments-guidance-manual,2,7
resident test,/government/publications/rdr3-statutory-residence-test-srt,2,7
civil court,/government/publications/fees-in-the-civil-and-family-courts-main-fees-ex50,2,7
rife,/government/publications/radioactivity-in-food-and-the-environment-rife-reports,2,7
late accounts,/government/publications/late-filing-penalties,2,7
aplication to settlement,/government/publications/eu-settlement-scheme-application-processing-times,2,7
self employed universal credit,/government/publications/universal-credit-and-self-employment-quick-guide,2,7
d180,/government/publications/family-law-disputes-involving-the-eu-guidance-for-legal-professionals,2,7
banned dog breeds,/government/publications/official-definition-of-an-xl-bully-dog,2,7
bet365,/government/publications/company-names-tribunal-decision-bet365com-ltd,2,7
fam,/government/publications/future-accommodation-model-what-you-need-to-know,2,7
tpecg,/government/publications/teachers-pension-employer-contribution-grant-2023-to-2024-allocations,2,7
reservoir levels,/government/publications/water-situation-national-monthly-reports-for-england-2023,2,7
list of eligible occupations,/government/publications/skilled-worker-visa-eligible-healthcare-and-education-jobs,2,7
nationality rules,/government/publications/nationality-rules,2,7
early years,/government/publications/early-years-inspection-handbook-eif,2,7
county court judgement,/government/publications/fees-in-the-civil-and-family-courts-main-fees-ex50,2,7
pathway,/government/publications/animal-health-and-welfare-pathway,2,7
sanctuary housing association,/government/publications/regulatory-judgement-sanctuary-housing-association,2,7
execution clauses,/government/publications/execution-of-deeds,2,7
hgv jobs,/government/publications/hgv-driver-shortage-employment-opportunities,2,7
electric car allowance,/government/publications/first-year-allowance-extension-for-electric-vehicle-charge-points,2,7
self certify sick note,/government/publications/the-fit-note-a-guide-for-patients-and-employees,2,7
the care act,/government/publications/care-act-2014-part-1-factsheets,2,7
lst trailers,/government/publications/longer-semi-trailer-lst-implementation-guide-for-operators,2,7
suds,/government/publications/deposit-and-dewatering-of-non-hazardous-silts,2,7
shared prosperity,/government/publications/uk-shared-prosperity-fund-prospectus,2,7
overseas criminal record checks,/government/publications/criminal-records-checks-for-overseas-applicants,2,7
nq,/government/publications/fees-for-citizenship-applications,2,7
graphic designer,/government/publications/skilled-worker-visa-shortage-occupations,2,7
strategy,/government/publications/the-strategic-command-strategy,2,7
fee waiver ,/government/publications/applications-for-a-fee-waiver-and-refunds,2,7
test for 12 week pregnancy,/government/publications/screening-tests-for-you-and-your-baby,2,7
community interest,/government/publications/community-interest-companies-business-activities,2,7
etia,/government/publications/statement-of-changes-to-the-immigration-rules-hc-1160-9-march-2023,2,7
trading income allowance,/government/publications/income-tax-new-tax-allowance-for-property-and-trading-income,2,7
health and welfare lpa,/government/publications/register-a-lasting-power-of-attorney,2,7
sign in lpa,/government/publications/register-a-lasting-power-of-attorney,2,7
register xl bully,/government/publications/official-definition-of-an-xl-bully-dog,2,7
solar panels grants,/government/publications/public-sector-decarbonisation-scheme-phase-3,2,7
national pupil database,/government/publications/national-pupil-database-npd-privacy-notice,2,7
cold chain,/government/publications/vaccines-stored-outside-the-recommended-temperature-range-leaflet,2,7
voluntary contributions,/government/publications/national-insurance-contributions-extending-the-voluntary-national-insurance-contributions-deadline,2,7
my pip,/government/publications/what-personal-independence-payment-means-for-carers,2,7
breastfeeding,/government/publications/breastfeeding-at-6-to-8-weeks-comparison-of-nhs-england-and-ohid-data,2,7
payment plan vat,/government/publications/vat-payment-plan-service-availability-and-issues,2,7
behaviour and discipline in schools,/government/publications/behaviour-in-schools--2,2,7
hs345,/government/publications/pensions-tax-charges-on-any-excess-over-the-lifetime-allowance-annual-allowance-special-annual-allowance-and-on-unauthorised-payments-hs345-self,2,7
lpa certificate provider,/government/publications/make-a-lasting-power-of-attorney,2,7
skills worker shortage occupation,/government/publications/skilled-worker-visa-shortage-occupations,2,7
family rout,/government/publications/apply-to-extend-your-stay-in-the-uk-form-flrfp,2,7
jobs on shortage list,/government/publications/skilled-worker-visa-shortage-occupations-for-health-and-education,2,7
accelerated payment notice,/government/publications/ten-things-about-accelerated-payment-notices,2,7
practice guide 68,/government/publications/amending-deeds-that-effect-dispositions-of-registered-land,2,7
umbrella bodies,/government/publications/list-of-national-charities-with-approved-governing-documents,2,7
further education commissioner,/government/publications/16-to-19-funding-allocations-supporting-documents-for-2023-to-2024,2,7
limited capability work,/government/publications/universal-credit-changes-to-limited-capability-for-work-payments,2,7
global accounts,/government/publications/2022-global-accounts-of-private-registered-providers,2,7
national minimum wage act 1998 changes,/government/publications/enforcing-national-minimum-wage-law,2,7
