id,query,link,link_position,score,created_at
34,northern ireland,/search-property-information-land-registry,5,0,2022-12-08 17:43:33
34,northern ireland,/apply-online-to-replace-a-driving-licence,6,0,2022-12-08 17:43:33
34,northern ireland,/check-medicines-online,7,1,2022-12-08 17:43:33
34,northern ireland,/find-energy-certificate,8,0,2022-12-08 17:43:33
34,northern ireland,/request-copy-criminal-record,9,0,2022-12-08 17:43:33
35,how many points on my driving license,/check-driving-information,0,3,2022-12-09 14:49:21
35,how many points on my driving license,/check-income-tax-current-year,1,0,2022-12-09 14:49:21
35,how many points on my driving license,/renew-driving-licence-at-70,2,1,2022-12-09 14:49:21
35,how many points on my driving license,/view-driving-licence,3,3,2022-12-09 14:49:21
35,how many points on my driving license,/change-address-driving-licence,4,2,2022-12-09 14:49:21
35,how many points on my driving license,/guidance/apply-for-an-sia-licence,5,0,2022-12-09 14:49:21
35,how many points on my driving license,/change-address-v5c,6,1,2022-12-09 14:49:21
35,how many points on my driving license,/renew-driving-licence,7,1,2022-12-09 14:49:21
35,how many points on my driving license,/personal-tax-account,8,0,2022-12-09 14:49:21
35,how many points on my driving license,/request-copy-criminal-record,9,0,2022-12-09 14:49:21
